record_id,raw_score,population_percentile,normalized_score
L104977,0.10684635588376792,0.29625,238.75619766595958
L100535,0.29572687422547994,0.16791666666666666,359.7302747722638
L104008,0.07637978929128779,0.35541666666666666,193.11616900295
L100171,0.15781570370019093,0.24541666666666667,282.94923834778746
L100886,0.005224044750404658,0.84125,8.136714215602325
L102610,0.02595092142931901,0.5720833333333334,73.51941692260915
L104265,0.05380385701599598,0.42375,147.71254768556562
L104657,0.015952664963575402,0.6554166666666666,44.782356574521955
L105441,0.034607452197910234,0.5070833333333333,102.16438914813925
L104066,0.2823905079938659,0.17291666666666666,354.42081936968987
L105110,0.3021808874955162,0.16458333333333333,363.2978351010988
L104943,0.08298108181236273,0.34375,201.63786616540276
L105145,0.016374759965063296,0.6495833333333333,46.520652189685094
L101974,0.0010507862258466027,0.9629166666666666,0.3951182872154959
L104379,0.9292068307157613,0.04375,510.9985478779673
L102254,0.009950608994874776,0.73375,25.113860238435166
L101767,0.11000501693264716,0.29041666666666666,243.5887046362269
L105764,0.07971793004050222,0.34791666666666665,198.56793405437264
L105504,0.6765478716042735,0.09541666666666666,442.4791147473606
L101187,0.8292148085912974,0.07541666666666667,467.25615367308563
L101108,0.04080015148833946,0.47875,116.49587566326679
L105580,0.009694381164983171,0.7370833333333333,24.421654770573085
L102278,0.009312145989686913,0.74375,23.070972915284997
L104720,0.03259046179290208,0.52125,95.4277031930829
L103586,0.012883739441252486,0.6879166666666666,35.80855459794785
L101374,8.86896935306628e-05,0.99875,0.00043258489901631947
L104504,0.001100596748031601,0.96125,0.4321637519092576
L103603,0.11615909492859222,0.28625,247.07790711561728
L100301,0.0066605886568016585,0.8029166666666666,12.975658276489057
L100593,0.00271171357329778,0.9179166666666667,2.0244587742572264
L103657,0.16052744123803064,0.23875,289.09959398659606
L102074,0.03600691533600877,0.5004166666666666,105.43269035231944
L101333,0.0011075219089858271,0.9595833333333333,0.4709339375140189
L101530,0.019152680972079693,0.6220833333333333,55.25623875506451
L104154,0.0056997716280050405,0.8295833333333333,9.475588614904382
L102229,0.001739914495634982,0.9420833333333334,0.9841923002467468
L104452,0.10564834857211833,0.2995833333333333,236.02208140388439
L101461,0.002650135881142043,0.92125,1.857335304786318
L104268,0.004612057808144427,0.8579166666666667,6.419610825860701
L104958,0.011928366265961013,0.7004166666666667,32.66975368245477
L102915,0.012806279669048057,0.6904166666666667,35.167153970764716
L100117,0.008718229054195666,0.75625,20.658083533726796
L101816,0.988156042983805,0.012916666666666667,698.8480797623988
L102044,0.00608318411916882,0.8220833333333334,10.3973335060804
L104705,0.006647903349461942,0.80375,12.856783478850474
L103628,0.007110585061530803,0.7920833333333334,14.578175464826444
L102202,0.004904346050618989,0.8479166666666667,7.422619419832756
L102161,0.774126655864485,0.08375,456.82753142443255
L105693,0.02329694483951681,0.59375,65.21826692377505
L102810,0.004068014601167429,0.8754166666666666,4.856278078692213
L101815,0.008344457092269542,0.76375,19.284085846337774
L100916,0.10957205245079824,0.29125,242.89461140511145
L102309,0.004485749774239663,0.86375,5.8716727578980965
L105869,0.5185023021167461,0.12458333333333334,407.8754531701539
L101241,0.023744307348749466,0.5879166666666666,67.39402896399758
L103231,0.029361095387667648,0.5495833333333333,82.78752826416986
L102131,0.9926669328526122,0.00875,748.7139320404502
L104959,0.0853807245607067,0.33708333333333335,206.61131677759596
L102820,0.011280603306828906,0.7054166666666667,31.461591444467174
L101938,0.06708063655883036,0.37625,178.46673983729207
L104944,0.06993770237724704,0.3729166666666667,180.76221987150723
L102060,0.09037475548168027,0.32708333333333334,214.21456682263786
L100149,0.0016502247721608305,0.9454166666666667,0.8712628499507673
L103499,0.0011791273397261312,0.9579166666666666,0.5114369588675345
L105750,0.891588839509603,0.05625,491.81648516576934
L101830,0.02255729829888108,0.59625,64.29899542498072
L102013,0.009101616483540237,0.7479166666666667,22.249447343613298
L102614,0.01841596167461972,0.6295833333333334,52.78418531887905
L103187,0.0039315958291404815,0.87875,4.585570751290163
L104439,0.1635996378546041,0.23625,291.42757478166806
L100365,0.6779413929044819,0.09458333333333334,443.4943155702228
L103845,0.6738023398041861,0.09791666666666667,439.44241879007615
L100799,0.02426530641617161,0.5829166666666666,69.29349350363955
L100887,0.10405475224842538,0.3020833333333333,233.9844818253016
L105072,0.031111166261253688,0.5304166666666666,91.2178644922294
L105815,0.7517238900330764,0.08708333333333333,452.6981196099194
L103952,0.008727212623347571,0.7554166666666666,20.814139976157378
L102943,0.00838652350436249,0.76125,19.73600431801954
L105524,0.012133331299967418,0.69875,33.078452994719925
L103910,0.821667271551469,0.07625,466.2065157082223
L103931,0.05955711497443569,0.40291666666666665,160.755962565441
L103936,0.010740060931813188,0.71625,28.935323802614334
L102152,0.16174079926341967,0.23708333333333334,290.65026886694534
L100540,0.15871434850188892,0.24375,284.47899190477693
L103972,0.1081090953833109,0.29375,240.81980798290502
L102429,0.3102492902114517,0.16208333333333333,365.98821128260266
L102946,0.0065692124323933196,0.8095833333333333,12.042044103096515
L103982,0.008930517048225143,0.7504166666666666,21.76483037589577
L105356,0.9234500206330607,0.04625,505.8904074343372
L103485,0.19234051335829092,0.21541666666666667,311.2898023444799
L104015,0.6364171164452119,0.10291666666666667,433.4090148844415
L101811,0.8012123853991944,0.08041666666666666,460.9809319709935
L103158,0.009603528588728302,0.7395833333333334,23.90989665722951
L102648,0.08649054981730128,0.33375,209.1265919903406
L100600,0.15517948993458333,0.24791666666666667,280.6643743084391
L103836,0.9436725281418381,0.04041666666666666,519.5098772482968
L100298,0.16051101301698115,0.23958333333333334,288.32622299226006
L102883,0.0009406345969085463,0.9679166666666666,0.2942490702224063
L100465,0.010098359371117506,0.7270833333333333,26.532324848107493
L104171,0.9919669818220828,0.009583333333333333,738.1570456707195
L101387,0.010495408579184028,0.7204166666666667,27.9966271477265
L101283,0.014752238201892084,0.6679166666666667,41.18956007103269
L105579,0.0235940505226664,0.5904166666666667,66.45626613841563
L100546,0.00792433746543197,0.77375,17.53658049061177
L105250,0.044232478845481545,0.46375,124.55725547578365
L104538,0.23490405942403164,0.19208333333333333,334.5298084242268
L103301,0.014355173174601185,0.67125,40.26157519431399
L100466,0.1217363806012539,0.27875,253.43748366027225
L102487,0.00839116018368065,0.7604166666666666,19.88799170683066
L101537,0.23321482060750673,0.19375,332.83451855158
L105053,0.9845088462674775,0.015416666666666667,672.3105847565921
L100086,0.08453425269692971,0.33875,205.36082882014233
L103185,0.06448470704473407,0.38458333333333333,172.80792574921242
L100758,0.20497390836416926,0.20875,317.82170808449786
L101161,0.49151652867896156,0.12708333333333333,404.9926685278109
L101953,0.012072866043168873,0.6995833333333333,32.87372849478163
L105990,0.0700470037253737,0.3720833333333333,181.33895563083283
L102030,0.041025997545926396,0.47708333333333336,117.37518046767217
L105621,0.05571409325471766,0.41541666666666666,152.84761815023762
L102476,0.002904353753991952,0.91125,2.3819991122261115
L101950,0.025624272948808115,0.57375,72.85937692493562
L102747,0.0009907763116446915,0.9654166666666667,0.3427661906753201
L103075,0.22626089709485225,0.20125,325.27318431269936
L100078,0.4395924019088452,0.13708333333333333,393.5914455203191
L101208,0.2905108451098702,0.16958333333333334,357.95487974081976
L102727,0.004224804641351927,0.87125,5.20672216780406
L101367,0.003787817866114699,0.88375,4.19543751345779
L103469,0.0314735710680294,0.5270833333333333,92.73526550138601
L104267,0.050148074132351644,0.43625,140.21314481994102
L100035,0.18302147327945836,0.22375,303.2453718017549
L104811,0.8913084150308914,0.05708333333333333,490.7318734652554
L100474,0.0004359542371266905,0.9879166666666667,0.04088473642252666
L104620,0.0952035314606073,0.3179166666666667,221.3363626032285
L100514,0.037071137102922806,0.49541666666666667,107.92555682592618
L105379,0.13943329837271992,0.2629166666666667,267.1998309349784
L101326,0.014602759076045151,0.6695833333333333,40.72399522391038
L105856,0.9753317671173529,0.02625,583.4983243108146
L102712,0.025336781903059914,0.57625,71.87608580634937
L104297,0.0987492564203615,0.3120833333333333,225.94482776855176
L102523,0.01881444383417006,0.6270833333333333,53.600652573496866
L100092,0.1187110409426246,0.28208333333333335,250.59842978387883
L104965,0.006568099248968577,0.8104166666666667,11.928124049691746
L105967,0.05053824988064922,0.4354166666666667,140.70557557580898
L104831,0.014894052476722703,0.6654166666666667,41.89382162578444
L105258,0.0068735238407916,0.8004166666666667,13.33603017257623
L104525,0.012622475493265254,0.69125,34.95487680520341
L105945,0.010187636884980698,0.72375,27.258713827322453
L105136,0.009062185747523656,0.74875,22.087218851809723
L105776,0.8933494527381701,0.05541666666666667,492.90262963574224
L104673,0.007221942726773245,0.7895833333333333,14.96319623698075
L100128,0.2625003299165331,0.17875,348.2897189197565
L102585,0.01319089091518157,0.6829166666666666,37.112008231483514
L105984,0.23062131523101068,0.19625,330.3018217136928
L103815,0.0029405139796737007,0.90875,2.524167529144961
L105507,0.006507248897318689,0.81125,11.814818774719612
L102204,0.00010429547211016047,0.99625,0.003903534434385847
L101722,0.1396547178615078,0.26208333333333333,267.93691623565627
L104962,0.01691765679914416,0.6445833333333333,48.04221808011152
L105194,0.011072138847299955,0.70875,30.67101521977027
L101552,0.009973641862104988,0.7329166666666667,25.288679317182954
L103395,0.03985854787762097,0.48291666666666666,114.31541950428007
L103435,0.05324222869801514,0.4270833333333333,145.68896859626852
L101814,0.007322036272007609,0.7870833333333334,15.353978244844669
L104689,0.005854667450170581,0.8270833333333333,9.777477360724646
L101792,0.9852789260700022,0.014583333333333334,680.8846049887505
L101533,0.006644120460809234,0.8045833333333333,12.738531574482636
L102861,0.012879119287247704,0.68875,35.59399185278231
L104610,0.01877113972644954,0.6279166666666667,53.327660237958156
L101702,0.8322441018403888,0.07458333333333333,468.30730107724924
L105051,0.28994317932165115,0.17041666666666666,357.0692749580996
L102632,0.0509523441478707,0.43291666666666667,142.1892993291862
L104194,0.07483599333508183,0.35875,190.72359028773008
L104507,0.0007177398222321011,0.9754166666666667,0.17143368960947214
L104714,0.018890739351543884,0.62625,53.87448284550797
L104426,0.009393192743372901,0.7420833333333333,23.404447531147042
L100501,0.016016902903777216,0.65375,45.274980007188844
L100207,0.0873671014850999,0.33208333333333334,210.39139547530718
L105862,0.10183756809538483,0.3070833333333333,229.94256072056555
L102734,0.21187383522575398,0.20541666666666666,321.1199599162179
L102831,0.03435743065440193,0.5079166666666667,101.76029016432877
L104340,0.9272826505220148,0.044583333333333336,509.1815313365852
L104807,0.13538630214833308,0.26625,264.2642916835917
L100718,0.0036330126997473366,0.8870833333333333,3.9458725173088
L103371,0.2846123907472811,0.17208333333333334,355.30224578688944
L102012,0.004371883475827586,0.8679166666666667,5.496804502649695
L105993,0.05208897443134804,0.4295833333333333,144.18264233640392
L105236,0.000563630839261572,0.9820833333333333,0.09043511586315844
L104755,0.3297776286303671,0.15625,372.314941166975
L101898,9.479971364619861e-05,0.9979166666666667,0.0012026813395209501
L102348,0.018898250564780148,0.6254166666666666,54.14915206834608
L102185,0.08880620072728006,0.3304166666666667,211.66098703245373
L102200,0.05190324616005133,0.43041666666666667,143.68269161267304
L103909,0.02708850952168048,0.55875,78.93072182970269
L104971,0.062204708536672745,0.3929166666666667,167.2624230308646
L100270,0.038707841726084824,0.4895833333333333,110.87933473512479
L100477,0.2120144448474808,0.20458333333333334,321.94789833816895
L101991,0.01763610335047693,0.6395833333333333,49.5931828313724
L104079,0.0762433572907357,0.3570833333333333,191.9175464705336
L103532,0.14892472847683078,0.2529166666666667,276.1297044747141
L103259,0.016595063139469946,0.64625,47.53177372966036
L100885,0.17320605119673385,0.22791666666666666,299.2730530835332
L105528,0.0056944346478464,0.83125,9.277288382986768
L105444,0.05387637548555413,0.4220833333333333,148.73084580694683
L100531,0.020601065071701077,0.61125,58.94787124287315
L102306,0.002936929968231139,0.9095833333333333,2.4762843247361843
L100049,0.020748339919756647,0.6095833333333334,59.52861705120873
L102163,0.07629019057759105,0.35625,192.51627393586278
L101431,0.017339199770030792,0.6420833333333333,48.8140119043488
L101806,0.5955510273281053,0.11291666666666667,421.50139225673706
L100569,0.91214839685765,0.04958333333333333,500.5595172282059
L103520,0.018395199559790507,0.6304166666666666,52.513700706629294
L103953,0.31999922779261075,0.16041666666666668,367.7888134450582
L104017,0.958772459967158,0.035416666666666666,536.4791860470123
L104360,0.0501457103500436,0.4370833333333333,139.72178428777752
L104766,0.002148977447424446,0.9345833333333333,1.26497132060382
L101440,0.036482018914140386,0.49875,106.25966655017561
L100381,0.013406151491049165,0.6795833333333333,37.99636328989422
L105734,0.09029718484969086,0.3279166666666667,213.5743697547186
L101435,0.004699811102199326,0.8554166666666667,6.662775542525793
L103703,0.02373628875888185,0.58875,67.08055709679883
L104215,0.0049773952399170965,0.84375,7.864627207133054
L104085,0.035158439748555426,0.5045833333333334,103.38259417830605
L101105,0.01393079216087029,0.6770833333333334,38.66775337077043
L102362,0.7702990343662497,0.08458333333333333,455.7929320630616
L102743,0.044584505884353545,0.46208333333333335,125.47359114597299
L103302,0.04268245373365857,0.47291666666666665,119.5913193355438
L103717,0.09989491541291556,0.3095833333333333,227.9381844192572
L105318,0.1285264214826685,0.27541666666666664,256.29672852462363
L100610,0.9816893196851967,0.017916666666666668,648.1678444829093
L104927,0.022016206922995028,0.6020833333333333,62.18462262380932
L103736,0.01836592084348198,0.63125,52.24404997343288
L100308,0.3932866864976777,0.14458333333333334,385.17617275250274
L101510,0.676089276620917,0.09625,441.46539901928526
L104843,0.40971068661909527,0.13958333333333334,390.7734817210285
L104416,0.012448408848101396,0.6929166666666666,34.53260095320151
L100748,0.047361760486596675,0.4479166666666667,133.4310261953503
L100410,0.0643950747388135,0.38625,171.68979275531552
L100668,0.9832729717790728,0.01625,664.0026483835587
L100604,0.1467310097823065,0.25625,273.13247241183734
L101946,0.18982625576711087,0.21708333333333332,309.6702364736344
L102974,0.31537942038772493,0.16125,366.8878098834486
L102256,0.04369899285403495,0.46791666666666665,122.28454167407565
L103239,0.1446841577795012,0.25708333333333333,272.3863902428173
L101339,0.22676368029572172,0.20041666666666666,326.10789394978707
L100205,0.010010326378391773,0.7320833333333333,25.464207509353074
L104388,0.16785557026177034,0.23291666666666666,294.5499452724894
L102548,0.0534675815275484,0.42625,146.19323876029645
L105946,0.02364385299036814,0.5895833333333333,66.76796982638973
L105088,0.004510237812196475,0.8629166666666667,5.9482919307202735
L101091,0.0004138776175383201,0.98875,0.035409109132331196
L102479,0.151481905985723,0.2520833333333333,276.8822434089062
L101606,0.004155879482205589,0.8745833333333334,4.925291521567033
L103746,0.2699677141759271,0.17625,350.90901115531875
L100419,0.15386645858487166,0.24875,279.9053532502071
L103849,0.6337136945146956,0.10375,432.408619363485
L101579,0.04829332561873217,0.44458333333333333,135.3475321964731
L103976,0.014965580721825286,0.66375,42.367284019136335
L100623,0.3062345548270653,0.16291666666666665,365.0900166281655
L101202,0.04674949566636074,0.4529166666666667,130.58792758871843
L100653,0.02772127290965928,0.5554166666666667,80.32023030211334
L104404,0.003238937193599437,0.9004166666666666,3.030396593408824
L103163,0.03105799838646417,0.5329166666666667,90.08985110261833
L102496,0.019540528330825518,0.6179166666666667,56.659095229639846
L103575,0.0943730217934502,0.31875,220.68287559989284
L100989,0.0024896615952323935,0.92625,1.6210258911213202
L105668,0.02965165221318164,0.54625,84.2179004702723
L100985,0.004194522677988407,0.87375,4.994841637560796
L103507,0.01101910149719051,0.71125,30.085841163437394
L103015,0.008792469505799849,0.75375,21.128299052907337
L103935,0.010804464049067215,0.7154166666666667,29.125247277723574
L100330,0.1433982786790921,0.25875,270.89808982033315
L105169,0.00595339817361408,0.8254166666666667,9.981707290705685
L104552,0.007723534777683904,0.7770833333333333,16.975266384946167
L100615,0.00019492994222108868,0.99375,0.010871679933160294
L100105,0.23232361258884135,0.19541666666666666,331.14469028265046
L105820,0.004648296133466712,0.8570833333333333,6.500107418729186
L104383,0.010378848005289883,0.7220833333333333,27.626225887456982
L102916,0.0432669183821378,0.47041666666666665,120.93330164658681
L101176,0.0008849030659040307,0.97125,0.23547775808867755
L100176,0.8421849571625782,0.07125,472.52700537400045
L100652,0.007010934170715719,0.7954166666666667,14.07372902094832
L101327,0.007410627312780815,0.7845833333333333,15.75054887599542
L102289,0.00809131445463808,0.7679166666666667,18.54430651475542
L102206,0.005264157770524866,0.8379166666666666,8.50758308953084
L104433,0.9651111480811476,0.03208333333333333,550.9945321539647
L102257,0.040699208264188734,0.4795833333333333,116.05775150566146
L103367,0.0959727461900957,0.31625,222.64698041048067
L101934,0.000669725300374953,0.97625,0.1598707419248342
L101892,0.18856691143360124,0.21875,308.056018598777
L101235,0.8407831329974673,0.07208333333333333,471.4698100690887
L100888,0.0026445069624711787,0.9220833333333334,1.816756646441462
L102505,0.04794707881812538,0.4454166666666667,134.8668181118436
L105725,0.024313351014533073,0.5820833333333333,69.61318595029888
L102456,0.07269654921898418,0.3645833333333333,186.5813739931493
L103462,0.1749975468618479,0.22625,300.8580020331821
L101618,0.08213065854883903,0.34458333333333335,201.02151816645792
L103584,0.010298469158975816,0.7229166666666667,27.4421092145502
L100877,0.2614406294534489,0.17958333333333334,347.41939017900404
L105252,0.01358977777898465,0.67875,38.21938459892203
L102884,0.948337835559982,0.03875,524.571639418192
L104652,0.06115383292199989,0.39875,163.44744820605658
L103117,0.03071881946670056,0.53625,88.59916433593656
L103844,0.04709517876289948,0.44875,132.954542287802
L105328,0.0035938982434699806,0.88875,3.824222823442625
L100452,0.9160914619016821,0.04791666666666667,503.02785788618195
L100015,0.0017259092663123143,0.9429166666666666,0.9552807079799948
L101465,0.02190221247076198,0.6029166666666667,61.88605094979346
L101113,0.006163631346227091,0.81875,10.822568960923746
L104136,0.08637664094022225,0.33458333333333334,208.4959832390379
L105002,0.048961571301270365,0.44208333333333333,136.79603898872364
L104554,0.0333669744565462,0.51375,98.95906417133634
L105962,0.0025671514374364752,0.92375,1.7370348800970419
L100931,0.04492328549953056,0.45958333333333334,126.85588802745318
L100159,0.9982390269176432,0.0020833333333333333,916.6666666666666
L102789,0.05094599592335866,0.43375,141.6936518160768
L104868,0.06575575383151303,0.38208333333333333,174.49362612867444
L102313,0.007949840785970814,0.7729166666666667,17.678555006243442
L105583,0.12930518668957164,0.27458333333333335,257.0147021902403
L100019,0.11666103798645683,0.28375,249.18645417907186
L103979,0.0028537085807644733,0.91375,2.2442590689085193
L105942,0.0021912914615878007,0.9329166666666666,1.3324406587246358
L104835,0.541136045456649,0.12041666666666667,412.7090996128845
L103449,0.8512951646756289,0.06708333333333333,477.83571985176155
L100584,0.9767644005495035,0.02375,600.4962069936523
L102113,0.030513051154563372,0.53875,87.49111207310955
L105488,0.008385840171854297,0.7620833333333333,19.584691554570227
L103570,0.6660583990481962,0.09875,438.433152260233
L101423,0.04330304151989043,0.46958333333333335,121.38268500144945
L105495,0.005251007931529713,0.83875,8.413996449845087
L103501,0.03693869116784535,0.49625,107.50758948609695
L103740,0.003767997144592708,0.88625,4.007479043761748
L103494,0.0012414005350894607,0.9554166666666667,0.5754583091344898
L100620,0.015010819361355936,0.6629166666666667,42.60520466593162
L102541,0.016596192238168963,0.6454166666666666,47.78658809455173
L105019,0.4575034421337156,0.13291666666666666,398.31675291821176
L100934,0.22480675034200528,0.20208333333333334,324.4398309473484
L104191,0.007042133290106618,0.79375,14.324682111832587
L105092,0.02205006293289872,0.60125,62.48406266493921
L104540,0.027586206533788682,0.55625,79.97146796342935
L101655,0.004418159040319898,0.86625,5.6451103403952345
L103588,0.030648641136495385,0.5370833333333334,88.22886643299654
L105226,0.11448064943054677,0.28875,244.98063532015632
L103622,0.03000415461452792,0.5429166666666667,85.66325393846594
L105874,0.061982889449002494,0.39375,166.71406583170824
L103798,0.3533680207438257,0.15125,377.79287013861057
L105578,0.06007253278301658,0.40125,161.82921732752405
L101101,0.23005917125696113,0.19708333333333333,329.4603155026002
L104816,0.007699519174703352,0.7779166666666667,16.836578775971304
L103443,0.22971535137964805,0.19791666666666666,328.6201706350182
L100237,0.5733861767707402,0.11708333333333333,416.6021946355522
L102314,0.8538729113307014,0.06541666666666666,479.9698356223153
L104889,0.6550622232769103,0.10125,435.4142348374921
L104592,0.03532406297656905,0.5029166666666667,104.19966440757756
L105633,0.05632021139516879,0.41375,153.88774677469084
L101997,0.006483468103098102,0.8129166666666666,11.59004850265552
L101177,0.01611448706218368,0.65125,46.01995877048513
L103987,0.07667866021285169,0.35375,194.31946599981717
L105259,0.25558913949654344,0.18208333333333335,344.8166957690856
L105367,0.19135964907806383,0.21625,310.4793504023812
L102578,0.05422228327234225,0.42125,149.2416255620621
L105304,0.014416288334168414,0.6704166666666667,40.49239261409889
L105200,0.014905513024169169,0.6645833333333333,42.13015667720548
L100645,0.0019878813849680136,0.9370833333333334,1.1672420743778105
L101796,0.004944411927506942,0.84625,7.597708036858791
L104058,0.0038039198241606774,0.8829166666666667,4.259140014650939
L101213,0.18827263272122702,0.21958333333333332,307.25091262395694
L105941,0.26899497145071394,0.17708333333333334,350.0345283935591
L104732,0.017923498281726784,0.63625,50.64360023051377
L105557,0.009448314990650734,0.74125,23.572231265181088
L100939,0.05856462750878523,0.40625,158.6227745011575
L105125,0.04685269006678637,0.45208333333333334,131.05914659789647
L104071,0.010655512952353537,0.7179166666666666,28.557664039591785
L104649,0.041266659891912166,0.47625,117.8163631431819
L105218,0.15357237161537657,0.2504166666666667,278.3912054799406
L105837,0.006050692665710704,0.8229166666666666,10.292528621923367
L102247,0.0072346226527233645,0.78875,15.092815416494659
L102122,0.15842039394231866,0.24458333333333335,283.71346336363666
L101992,0.7279670241656662,0.09041666666666667,448.5926316087515
L100670,0.02205892151128871,0.6004166666666667,62.78437208753806
L100276,0.48143987621362966,0.12958333333333333,402.12290282923345
L102430,0.005716195906109026,0.82875,9.575625396097138
L100965,0.60291099587184,0.11041666666666666,424.45846823466155
L100874,0.8679757537477876,0.06375,482.1100378390967
L102633,0.0010612523964132114,0.9620833333333333,0.4134259366260835
L105816,0.004550110286791371,0.86125,6.103183912975766
L100729,0.00022257811908062247,0.9920833333333333,0.01747352164198901
L101954,0.6052476286565227,0.10958333333333334,425.4470925476336
L100131,0.07196144674706603,0.36625,185.4083159624863
L103033,0.014837483099333302,0.6670833333333334,41.42352433705267
L104635,0.35126551648612303,0.15208333333333332,376.8763450611899
L100051,0.1743389302495064,0.22708333333333333,300.0648651449875
L100876,0.025011567545108332,0.57875,70.90089299675861
L100763,0.0038151194646765664,0.8820833333333333,4.323369045416172
L105798,0.1201186823801625,0.28041666666666665,252.01543690599976
L105238,0.013088050337911208,0.68625,36.239972768366016
L104796,0.006687689351603176,0.80125,13.21528060899719
L104313,0.8516923734139702,0.06625,478.90201743843727
L103722,0.05366986082766745,0.42541666666666667,146.6985913202855
L105185,0.0005019708887072232,0.98375,0.07426397311715505
L105114,0.043821154113982484,0.46708333333333335,122.73701702054878
L105860,0.0498341988421562,0.43875,138.74226983714468
L100681,0.045837656372831756,0.45625,128.7135407745579
L105888,0.11665771809531547,0.28458333333333335,248.48235065977428
L103827,0.0029186490682749267,0.9104166666666667,2.4288951905482747
L102744,0.01640713061698304,0.64875,46.772214215449765
L104186,0.04066147439965561,0.48041666666666666,115.62064482531498
L103555,0.9676342800243491,0.03125,555.0630549715802
L101878,0.6009170090972773,0.11125,423.47131075809114
L105452,0.011060717348254676,0.7104166666666667,30.280162343096876
L105119,0.04625225357279143,0.4554166666666667,129.18056612342482
L105743,0.06262466615223893,0.39208333333333334,167.81190320017112
L103230,0.001566642759725195,0.9470833333333334,0.8175049000267336
L103110,0.39357950029628436,0.14375,386.105488543876
L103681,0.021577523678210593,0.60625,60.70042763777696
L105651,0.6235555950986943,0.10625,429.4162784506343
L100071,0.058569403942015194,0.40458333333333335,159.68715099493136
L100755,0.00311375813456555,0.90375,2.8218990340959067
L103595,0.08983700344941135,0.32875,212.93537477661806
L101117,0.6507110695014292,0.10208333333333333,434.41088637099233
L102408,0.010181026359870364,0.7245833333333334,27.076038711419045
L100800,0.24425335232503634,0.18708333333333332,339.6485288128483
L101762,0.07530931093077248,0.35791666666666666,191.3199855926076
L100771,4.6527034010552794e-05,0.9995833333333334,4.802272391657425e-05
L100837,0.03191149870537403,0.52375,94.26802105517262
L102685,0.001414656122628475,0.9529166666666666,0.6434241857985796
L102835,0.006186720695866794,0.8179166666666666,10.930386875962029
L101007,0.292195841774348,0.16875,358.84187934075624
L100690,0.9250472988799545,0.04541666666666667,507.48024974970497
L102252,0.04038757862003214,0.4820833333333333,114.74947983897898
L102493,0.23544658160115903,0.19041666666666668,336.23056801542856
L105510,0.03286071269656243,0.5170833333333333,97.37985547144542
L102605,0.09283709208942517,0.3204166666666667,219.37954032202836
L102404,0.12708616518209928,0.27625,255.58002085317315
L100384,0.10465650622189542,0.30125,234.66244679754115
L100047,0.9599445081655213,0.03375,543.393701433765
L103550,0.004213805215864652,0.8720833333333333,5.135555946324644
L102881,0.0027088683843567774,0.91875,1.981954552766041
L105649,0.038844010033336505,0.4870833333333333,112.16029884128815
L104817,0.040968296820337785,0.47791666666666666,116.9350183124854
L100685,0.004042726621156239,0.8770833333333333,4.719857154881282
L102868,0.04875481422984467,0.4429166666666667,136.3121416205584
L105619,0.07241397965182791,0.36541666666666667,185.99426675588978
L100636,0.00224116274912673,0.93125,1.4017726699990192
L100122,0.029837260214918497,0.5454166666666667,84.57783180811285
L105753,0.018304658907864747,0.6320833333333333,51.97523210493531
L103604,0.09235783574691168,0.32125,218.72969001879028
L101265,0.007727158710247356,0.77625,17.114609346542878
L102354,0.056265019099725644,0.41458333333333336,153.36713416400056
L103120,0.006410721907935476,0.8145833333333333,11.3677251720664
L105981,0.4516283017277463,0.13458333333333333,396.4223187130651
L101874,0.04246784505047022,0.47375,119.14604443519536
